system_id,system_version,requirement_id,regulation,provision,requirement_title,actor,verification_rule,verification_parameters,status,explanation,evidence_count,evidence,source_type,source_id,source_url,source_provision,retrieval_date,validation_status,adaptation_options,trace_id
ai-act-benchmark-fail_four_controls_001,1.0,EUAI-R50-01,Regulation (EU) 2024/1689,Article 50(1),Inform people when they directly interact with AI,provider,attribute_equals,"{""attribute"": ""transparency_notice"", ""expected"": true}",PASS,System attribute transparency_notice=True is satisfied.,1,"[{""type"": ""system_attribute"", ""description"": ""transparency_notice=True."", ""source"": null, ""confidence"": 1.0}]",official_eur_lex,CELEX:32024R1689,https://eur-lex.europa.eu/eli/reg/2024/1689,Article 50(1),2026-09-03,HUMAN_VALIDATED,[],ai-act-benchmark-fail_four_controls_001-192b1f3d793aad8f
ai-act-benchmark-fail_r10_001,1.0,EUAI-R9-01,Regulation (EU) 2024/1689,Article 9(1)-(2),Risk management system,provider,required_component,"{""component_type"": ""risk_management""}",PASS,Required component 'risk_management' is present.,1,"[{""type"": ""architecture"", ""description"": ""Found risk_management: ['risk_management']"", ""source"": null, ""confidence"": 1.0}]",official_eur_lex,CELEX:32024R1689,https://eur-lex.europa.eu/eli/reg/2024/1689,Article 9(1)-(2),2026-09-03,HUMAN_VALIDATED,[],ai-act-benchmark-fail_r10_001-80a32097f495229d
ai-act-benchmark-fail_r10_001,1.0,EUAI-R10-01,Regulation (EU) 2024/1689,Article 10(1)-(2),Data governance and management practices,provider,required_component,"{""component_type"": ""data_governance""}",FAIL,Required component 'data_governance' is absent.,1,"[{""type"": ""architecture"", ""description"": ""No data_governance component found."", ""source"": null, ""confidence"": 1.0}]",official_eur_lex,CELEX:32024R1689,https://eur-lex.europa.eu/eli/reg/2024/1689,Article 10(1)-(2),2026-09-03,HUMAN_VALIDATED,"[""ADD_DATA_GOVERNANCE""]",ai-act-benchmark-fail_r10_001-80a32097f495229d
ai-act-benchmark-fail_r10_001,1.0,EUAI-R12-01,Regulation (EU) 2024/1689,Article 12(1)-(2),Automatic event logging,provider,property_equals,"{""component_type"": ""final_decision"", ""expected"": true, ""property"": ""logging_enabled""}",PASS,Required configuration property is satisfied.,1,"[{""type"": ""configuration"", ""description"": ""final_decision satisfies logging_enabled."", ""source"": null, ""confidence"": 1.0}]",official_eur_lex,CELEX:32024R1689,https://eur-lex.europa.eu/eli/reg/2024/1689,Article 12(1)-(2),2026-09-03,HUMAN_VALIDATED,[],ai-act-benchmark-fail_r10_001-80a32097f495229d
ai-act-benchmark-fail_r10_001,1.0,EUAI-R13-01,Regulation (EU) 2024/1689,Article 13(1),Transparency and interpretability for deployers,provider,required_component,"{""component_type"": ""transparency_mechanism""}",PASS,Required component 'transparency_mechanism' is present.,1,"[{""type"": ""architecture"", ""description"": ""Found transparency_mechanism: ['transparency_mechanism']"", ""source"": null, ""confidence"": 1.0}]",official_eur_lex,CELEX:32024R1689,https://eur-lex.europa.eu/eli/reg/2024/1689,Article 13(1),2026-09-03,HUMAN_VALIDATED,[],ai-act-benchmark-fail_r10_001-80a32097f495229d
ai-act-benchmark-fail_r10_001,1.0,EUAI-R14-01,Regulation (EU) 2024/1689,Article 14(1)-(4),Effective human oversight,provider,required_component,"{""component_type"": ""human_review""}",PASS,Required component 'human_review' is present.,1,"[{""type"": ""architecture"", ""description"": ""Found human_review: ['human_review']"", ""source"": null, ""confidence"": 1.0}]",official_eur_lex,CELEX:32024R1689,https://eur-lex.europa.eu/eli/reg/2024/1689,Article 14(1)-(4),2026-09-03,HUMAN_VALIDATED,[],ai-act-benchmark-fail_r10_001-80a32097f495229d
ai-act-benchmark-fail_r10_001,1.0,EUAI-R14-02,Regulation (EU) 2024/1689,Article 14(4)(d)-(e),Override and interruption capability,provider,required_flow,"{""source_type"": ""human_review"", ""target_type"": ""final_decision""}",PASS,Required architectural flow is present.,1,"[{""type"": ""dataflow"", ""description"": ""Flow(s): [('human_review', 'final_decision')]"", ""source"": null, ""confidence"": 1.0}]",official_eur_lex,CELEX:32024R1689,https://eur-lex.europa.eu/eli/reg/2024/1689,Article 14(4)(d)-(e),2026-09-03,HUMAN_VALIDATED,[],ai-act-benchmark-fail_r10_001-80a32097f495229d
ai-act-benchmark-fail_r10_001,1.0,EUAI-R15-01,Regulation (EU) 2024/1689,Article 15(1),"Accuracy, robustness and cybersecurity",provider,required_component,"{""component_type"": ""performance_monitoring""}",PASS,Required component 'performance_monitoring' is present.,1,"[{""type"": ""architecture"", ""description"": ""Found performance_monitoring: ['performance_monitoring']"", ""source"": null, ""confidence"": 1.0}]",official_eur_lex,CELEX:32024R1689,https://eur-lex.europa.eu/eli/reg/2024/1689,Article 15(1),2026-09-03,HUMAN_VALIDATED,[],ai-act-benchmark-fail_r10_001-80a32097f495229d
ai-act-benchmark-fail_r10_001,1.0,EUAI-R50-01,Regulation (EU) 2024/1689,Article 50(1),Inform people when they directly interact with AI,provider,attribute_equals,"{""attribute"": ""transparency_notice"", ""expected"": true}",PASS,System attribute transparency_notice=True is satisfied.,1,"[{""type"": ""system_attribute"", ""description"": ""transparency_notice=True."", ""source"": null, ""confidence"": 1.0}]",official_eur_lex,CELEX:32024R1689,https://eur-lex.europa.eu/eli/reg/2024/1689,Article 50(1),2026-09-03,HUMAN_VALIDATED,[],ai-act-benchmark-fail_r10_001-80a32097f495229d
ai-act-benchmark-fail_r12_001,1.0,EUAI-R9-01,Regulation (EU) 2024/1689,Article 9(1)-(2),Risk management system,provider,required_component,"{""component_type"": ""risk_management""}",PASS,Required component 'risk_management' is present.,1,"[{""type"": ""architecture"", ""description"": ""Found risk_management: ['risk_management']"", ""source"": null, ""confidence"": 1.0}]",official_eur_lex,CELEX:32024R1689,https://eur-lex.europa.eu/eli/reg/2024/1689,Article 9(1)-(2),2026-09-03,HUMAN_VALIDATED,[],ai-act-benchmark-fail_r12_001-9b37f5dd3f85bc12
ai-act-benchmark-fail_r12_001,1.0,EUAI-R10-01,Regulation (EU) 2024/1689,Article 10(1)-(2),Data governance and management practices,provider,required_component,"{""component_type"": ""data_governance""}",PASS,Required component 'data_governance' is present.,1,"[{""type"": ""architecture"", ""description"": ""Found data_governance: ['data_governance']"", ""source"": null, ""confidence"": 1.0}]",official_eur_lex,CELEX:32024R1689,https://eur-lex.europa.eu/eli/reg/2024/1689,Article 10(1)-(2),2026-09-03,HUMAN_VALIDATED,[],ai-act-benchmark-fail_r12_001-9b37f5dd3f85bc12
ai-act-benchmark-fail_r12_001,1.0,EUAI-R12-01,Regulation (EU) 2024/1689,Article 12(1)-(2),Automatic event logging,provider,property_equals,"{""component_type"": ""final_decision"", ""expected"": true, ""property"": ""logging_enabled""}",FAIL,Required configuration property is missing or incorrect.,1,"[{""type"": ""configuration"", ""description"": ""No final_decision has logging_enabled=True."", ""source"": null, ""confidence"": 1.0}]",official_eur_lex,CELEX:32024R1689,https://eur-lex.europa.eu/eli/reg/2024/1689,Article 12(1)-(2),2026-09-03,HUMAN_VALIDATED,"[""ENABLE_DECISION_LOGGING""]",ai-act-benchmark-fail_r12_001-9b37f5dd3f85bc12
ai-act-benchmark-fail_r12_001,1.0,EUAI-R13-01,Regulation (EU) 2024/1689,Article 13(1),Transparency and interpretability for deployers,provider,required_component,"{""component_type"": ""transparency_mechanism""}",PASS,Required component 'transparency_mechanism' is present.,1,"[{""type"": ""architecture"", ""description"": ""Found transparency_mechanism: ['transparency_mechanism']"", ""source"": null, ""confidence"": 1.0}]",official_eur_lex,CELEX:32024R1689,https://eur-lex.europa.eu/eli/reg/2024/1689,Article 13(1),2026-09-03,HUMAN_VALIDATED,[],ai-act-benchmark-fail_r12_001-9b37f5dd3f85bc12
ai-act-benchmark-fail_r12_001,1.0,EUAI-R14-01,Regulation (EU) 2024/1689,Article 14(1)-(4),Effective human oversight,provider,required_component,"{""component_type"": ""human_review""}",PASS,Required component 'human_review' is present.,1,"[{""type"": ""architecture"", ""description"": ""Found human_review: ['human_review']"", ""source"": null, ""confidence"": 1.0}]",official_eur_lex,CELEX:32024R1689,https://eur-lex.europa.eu/eli/reg/2024/1689,Article 14(1)-(4),2026-09-03,HUMAN_VALIDATED,[],ai-act-benchmark-fail_r12_001-9b37f5dd3f85bc12
ai-act-benchmark-fail_r12_001,1.0,EUAI-R14-02,Regulation (EU) 2024/1689,Article 14(4)(d)-(e),Override and interruption capability,provider,required_flow,"{""source_type"": ""human_review"", ""target_type"": ""final_decision""}",PASS,Required architectural flow is present.,1,"[{""type"": ""dataflow"", ""description"": ""Flow(s): [('human_review', 'final_decision')]"", ""source"": null, ""confidence"": 1.0}]",official_eur_lex,CELEX:32024R1689,https://eur-lex.europa.eu/eli/reg/2024/1689,Article 14(4)(d)-(e),2026-09-03,HUMAN_VALIDATED,[],ai-act-benchmark-fail_r12_001-9b37f5dd3f85bc12
ai-act-benchmark-fail_r12_001,1.0,EUAI-R15-01,Regulation (EU) 2024/1689,Article 15(1),"Accuracy, robustness and cybersecurity",provider,required_component,"{""component_type"": ""performance_monitoring""}",PASS,Required component 'performance_monitoring' is present.,1,"[{""type"": ""architecture"", ""description"": ""Found performance_monitoring: ['performance_monitoring']"", ""source"": null, ""confidence"": 1.0}]",official_eur_lex,CELEX:32024R1689,https://eur-lex.europa.eu/eli/reg/2024/1689,Article 15(1),2026-09-03,HUMAN_VALIDATED,[],ai-act-benchmark-fail_r12_001-9b37f5dd3f85bc12
ai-act-benchmark-fail_r12_001,1.0,EUAI-R50-01,Regulation (EU) 2024/1689,Article 50(1),Inform people when they directly interact with AI,provider,attribute_equals,"{""attribute"": ""transparency_notice"", ""expected"": true}",PASS,System attribute transparency_notice=True is satisfied.,1,"[{""type"": ""system_attribute"", ""description"": ""transparency_notice=True."", ""source"": null, ""confidence"": 1.0}]",official_eur_lex,CELEX:32024R1689,https://eur-lex.europa.eu/eli/reg/2024/1689,Article 50(1),2026-09-03,HUMAN_VALIDATED,[],ai-act-benchmark-fail_r12_001-9b37f5dd3f85bc12
ai-act-benchmark-fail_r12_r13_001,1.0,EUAI-R9-01,Regulation (EU) 2024/1689,Article 9(1)-(2),Risk management system,provider,required_component,"{""component_type"": ""risk_management""}",PASS,Required component 'risk_management' is present.,1,"[{""type"": ""architecture"", ""description"": ""Found risk_management: ['risk_management']"", ""source"": null, ""confidence"": 1.0}]",official_eur_lex,CELEX:32024R1689,https://eur-lex.europa.eu/eli/reg/2024/1689,Article 9(1)-(2),2026-09-03,HUMAN_VALIDATED,[],ai-act-benchmark-fail_r12_r13_001-de2266d29258b97e
ai-act-benchmark-fail_r12_r13_001,1.0,EUAI-R10-01,Regulation (EU) 2024/1689,Article 10(1)-(2),Data governance and management practices,provider,required_component,"{""component_type"": ""data_governance""}",PASS,Required component 'data_governance' is present.,1,"[{""type"": ""architecture"", ""description"": ""Found data_governance: ['data_governance']"", ""source"": null, ""confidence"": 1.0}]",official_eur_lex,CELEX:32024R1689,https://eur-lex.europa.eu/eli/reg/2024/1689,Article 10(1)-(2),2026-09-03,HUMAN_VALIDATED,[],ai-act-benchmark-fail_r12_r13_001-de2266d29258b97e
ai-act-benchmark-fail_r12_r13_001,1.0,EUAI-R12-01,Regulation (EU) 2024/1689,Article 12(1)-(2),Automatic event logging,provider,property_equals,"{""component_type"": ""final_decision"", ""expected"": true, ""property"": ""logging_enabled""}",FAIL,Required configuration property is missing or incorrect.,1,"[{""type"": ""configuration"", ""description"": ""No final_decision has logging_enabled=True."", ""source"": null, ""confidence"": 1.0}]",official_eur_lex,CELEX:32024R1689,https://eur-lex.europa.eu/eli/reg/2024/1689,Article 12(1)-(2),2026-09-03,HUMAN_VALIDATED,"[""ENABLE_DECISION_LOGGING""]",ai-act-benchmark-fail_r12_r13_001-de2266d29258b97e
ai-act-benchmark-fail_r12_r13_001,1.0,EUAI-R13-01,Regulation (EU) 2024/1689,Article 13(1),Transparency and interpretability for deployers,provider,required_component,"{""component_type"": ""transparency_mechanism""}",FAIL,Required component 'transparency_mechanism' is absent.,1,"[{""type"": ""architecture"", ""description"": ""No transparency_mechanism component found."", ""source"": null, ""confidence"": 1.0}]",official_eur_lex,CELEX:32024R1689,https://eur-lex.europa.eu/eli/reg/2024/1689,Article 13(1),2026-09-03,HUMAN_VALIDATED,"[""ENABLE_TRANSPARENCY_MECHANISM""]",ai-act-benchmark-fail_r12_r13_001-de2266d29258b97e
ai-act-benchmark-fail_r12_r13_001,1.0,EUAI-R14-01,Regulation (EU) 2024/1689,Article 14(1)-(4),Effective human oversight,provider,required_component,"{""component_type"": ""human_review""}",PASS,Required component 'human_review' is present.,1,"[{""type"": ""architecture"", ""description"": ""Found human_review: ['human_review']"", ""source"": null, ""confidence"": 1.0}]",official_eur_lex,CELEX:32024R1689,https://eur-lex.europa.eu/eli/reg/2024/1689,Article 14(1)-(4),2026-09-03,HUMAN_VALIDATED,[],ai-act-benchmark-fail_r12_r13_001-de2266d29258b97e
ai-act-benchmark-fail_r12_r13_001,1.0,EUAI-R14-02,Regulation (EU) 2024/1689,Article 14(4)(d)-(e),Override and interruption capability,provider,required_flow,"{""source_type"": ""human_review"", ""target_type"": ""final_decision""}",PASS,Required architectural flow is present.,1,"[{""type"": ""dataflow"", ""description"": ""Flow(s): [('human_review', 'final_decision')]"", ""source"": null, ""confidence"": 1.0}]",official_eur_lex,CELEX:32024R1689,https://eur-lex.europa.eu/eli/reg/2024/1689,Article 14(4)(d)-(e),2026-09-03,HUMAN_VALIDATED,[],ai-act-benchmark-fail_r12_r13_001-de2266d29258b97e
ai-act-benchmark-fail_r12_r13_001,1.0,EUAI-R15-01,Regulation (EU) 2024/1689,Article 15(1),"Accuracy, robustness and cybersecurity",provider,required_component,"{""component_type"": ""performance_monitoring""}",PASS,Required component 'performance_monitoring' is present.,1,"[{""type"": ""architecture"", ""description"": ""Found performance_monitoring: ['performance_monitoring']"", ""source"": null, ""confidence"": 1.0}]",official_eur_lex,CELEX:32024R1689,https://eur-lex.europa.eu/eli/reg/2024/1689,Article 15(1),2026-09-03,HUMAN_VALIDATED,[],ai-act-benchmark-fail_r12_r13_001-de2266d29258b97e
ai-act-benchmark-fail_r12_r13_001,1.0,EUAI-R50-01,Regulation (EU) 2024/1689,Article 50(1),Inform people when they directly interact with AI,provider,attribute_equals,"{""attribute"": ""transparency_notice"", ""expected"": true}",PASS,System attribute transparency_notice=True is satisfied.,1,"[{""type"": ""system_attribute"", ""description"": ""transparency_notice=True."", ""source"": null, ""confidence"": 1.0}]",official_eur_lex,CELEX:32024R1689,https://eur-lex.europa.eu/eli/reg/2024/1689,Article 50(1),2026-09-03,HUMAN_VALIDATED,[],ai-act-benchmark-fail_r12_r13_001-de2266d29258b97e
ai-act-benchmark-fail_r13_001,1.0,EUAI-R9-01,Regulation (EU) 2024/1689,Article 9(1)-(2),Risk management system,provider,required_component,"{""component_type"": ""risk_management""}",PASS,Required component 'risk_management' is present.,1,"[{""type"": ""architecture"", ""description"": ""Found risk_management: ['risk_management']"", ""source"": null, ""confidence"": 1.0}]",official_eur_lex,CELEX:32024R1689,https://eur-lex.europa.eu/eli/reg/2024/1689,Article 9(1)-(2),2026-09-03,HUMAN_VALIDATED,[],ai-act-benchmark-fail_r13_001-d3541d86653a6d73
ai-act-benchmark-fail_r13_001,1.0,EUAI-R10-01,Regulation (EU) 2024/1689,Article 10(1)-(2),Data governance and management practices,provider,required_component,"{""component_type"": ""data_governance""}",PASS,Required component 'data_governance' is present.,1,"[{""type"": ""architecture"", ""description"": ""Found data_governance: ['data_governance']"", ""source"": null, ""confidence"": 1.0}]",official_eur_lex,CELEX:32024R1689,https://eur-lex.europa.eu/eli/reg/2024/1689,Article 10(1)-(2),2026-09-03,HUMAN_VALIDATED,[],ai-act-benchmark-fail_r13_001-d3541d86653a6d73
ai-act-benchmark-fail_r13_001,1.0,EUAI-R12-01,Regulation (EU) 2024/1689,Article 12(1)-(2),Automatic event logging,provider,property_equals,"{""component_type"": ""final_decision"", ""expected"": true, ""property"": ""logging_enabled""}",PASS,Required configuration property is satisfied.,1,"[{""type"": ""configuration"", ""description"": ""final_decision satisfies logging_enabled."", ""source"": null, ""confidence"": 1.0}]",official_eur_lex,CELEX:32024R1689,https://eur-lex.europa.eu/eli/reg/2024/1689,Article 12(1)-(2),2026-09-03,HUMAN_VALIDATED,[],ai-act-benchmark-fail_r13_001-d3541d86653a6d73
ai-act-benchmark-fail_r13_001,1.0,EUAI-R13-01,Regulation (EU) 2024/1689,Article 13(1),Transparency and interpretability for deployers,provider,required_component,"{""component_type"": ""transparency_mechanism""}",FAIL,Required component 'transparency_mechanism' is absent.,1,"[{""type"": ""architecture"", ""description"": ""No transparency_mechanism component found."", ""source"": null, ""confidence"": 1.0}]",official_eur_lex,CELEX:32024R1689,https://eur-lex.europa.eu/eli/reg/2024/1689,Article 13(1),2026-09-03,HUMAN_VALIDATED,"[""ENABLE_TRANSPARENCY_MECHANISM""]",ai-act-benchmark-fail_r13_001-d3541d86653a6d73
ai-act-benchmark-fail_r13_001,1.0,EUAI-R14-01,Regulation (EU) 2024/1689,Article 14(1)-(4),Effective human oversight,provider,required_component,"{""component_type"": ""human_review""}",PASS,Required component 'human_review' is present.,1,"[{""type"": ""architecture"", ""description"": ""Found human_review: ['human_review']"", ""source"": null, ""confidence"": 1.0}]",official_eur_lex,CELEX:32024R1689,https://eur-lex.europa.eu/eli/reg/2024/1689,Article 14(1)-(4),2026-09-03,HUMAN_VALIDATED,[],ai-act-benchmark-fail_r13_001-d3541d86653a6d73
ai-act-benchmark-fail_r13_001,1.0,EUAI-R14-02,Regulation (EU) 2024/1689,Article 14(4)(d)-(e),Override and interruption capability,provider,required_flow,"{""source_type"": ""human_review"", ""target_type"": ""final_decision""}",PASS,Required architectural flow is present.,1,"[{""type"": ""dataflow"", ""description"": ""Flow(s): [('human_review', 'final_decision')]"", ""source"": null, ""confidence"": 1.0}]",official_eur_lex,CELEX:32024R1689,https://eur-lex.europa.eu/eli/reg/2024/1689,Article 14(4)(d)-(e),2026-09-03,HUMAN_VALIDATED,[],ai-act-benchmark-fail_r13_001-d3541d86653a6d73
ai-act-benchmark-fail_r13_001,1.0,EUAI-R15-01,Regulation (EU) 2024/1689,Article 15(1),"Accuracy, robustness and cybersecurity",provider,required_component,"{""component_type"": ""performance_monitoring""}",PASS,Required component 'performance_monitoring' is present.,1,"[{""type"": ""architecture"", ""description"": ""Found performance_monitoring: ['performance_monitoring']"", ""source"": null, ""confidence"": 1.0}]",official_eur_lex,CELEX:32024R1689,https://eur-lex.europa.eu/eli/reg/2024/1689,Article 15(1),2026-09-03,HUMAN_VALIDATED,[],ai-act-benchmark-fail_r13_001-d3541d86653a6d73
ai-act-benchmark-fail_r13_001,1.0,EUAI-R50-01,Regulation (EU) 2024/1689,Article 50(1),Inform people when they directly interact with AI,provider,attribute_equals,"{""attribute"": ""transparency_notice"", ""expected"": true}",PASS,System attribute transparency_notice=True is satisfied.,1,"[{""type"": ""system_attribute"", ""description"": ""transparency_notice=True."", ""source"": null, ""confidence"": 1.0}]",official_eur_lex,CELEX:32024R1689,https://eur-lex.europa.eu/eli/reg/2024/1689,Article 50(1),2026-09-03,HUMAN_VALIDATED,[],ai-act-benchmark-fail_r13_001-d3541d86653a6d73
ai-act-benchmark-fail_r14_001,1.0,EUAI-R9-01,Regulation (EU) 2024/1689,Article 9(1)-(2),Risk management system,provider,required_component,"{""component_type"": ""risk_management""}",PASS,Required component 'risk_management' is present.,1,"[{""type"": ""architecture"", ""description"": ""Found risk_management: ['risk_management']"", ""source"": null, ""confidence"": 1.0}]",official_eur_lex,CELEX:32024R1689,https://eur-lex.europa.eu/eli/reg/2024/1689,Article 9(1)-(2),2026-09-03,HUMAN_VALIDATED,[],ai-act-benchmark-fail_r14_001-6c97f6dd8cd6b466
ai-act-benchmark-fail_r14_001,1.0,EUAI-R10-01,Regulation (EU) 2024/1689,Article 10(1)-(2),Data governance and management practices,provider,required_component,"{""component_type"": ""data_governance""}",PASS,Required component 'data_governance' is present.,1,"[{""type"": ""architecture"", ""description"": ""Found data_governance: ['data_governance']"", ""source"": null, ""confidence"": 1.0}]",official_eur_lex,CELEX:32024R1689,https://eur-lex.europa.eu/eli/reg/2024/1689,Article 10(1)-(2),2026-09-03,HUMAN_VALIDATED,[],ai-act-benchmark-fail_r14_001-6c97f6dd8cd6b466
ai-act-benchmark-fail_r14_001,1.0,EUAI-R12-01,Regulation (EU) 2024/1689,Article 12(1)-(2),Automatic event logging,provider,property_equals,"{""component_type"": ""final_decision"", ""expected"": true, ""property"": ""logging_enabled""}",PASS,Required configuration property is satisfied.,1,"[{""type"": ""configuration"", ""description"": ""final_decision satisfies logging_enabled."", ""source"": null, ""confidence"": 1.0}]",official_eur_lex,CELEX:32024R1689,https://eur-lex.europa.eu/eli/reg/2024/1689,Article 12(1)-(2),2026-09-03,HUMAN_VALIDATED,[],ai-act-benchmark-fail_r14_001-6c97f6dd8cd6b466
ai-act-benchmark-fail_r14_001,1.0,EUAI-R13-01,Regulation (EU) 2024/1689,Article 13(1),Transparency and interpretability for deployers,provider,required_component,"{""component_type"": ""transparency_mechanism""}",PASS,Required component 'transparency_mechanism' is present.,1,"[{""type"": ""architecture"", ""description"": ""Found transparency_mechanism: ['transparency_mechanism']"", ""source"": null, ""confidence"": 1.0}]",official_eur_lex,CELEX:32024R1689,https://eur-lex.europa.eu/eli/reg/2024/1689,Article 13(1),2026-09-03,HUMAN_VALIDATED,[],ai-act-benchmark-fail_r14_001-6c97f6dd8cd6b466
ai-act-benchmark-fail_r14_001,1.0,EUAI-R14-01,Regulation (EU) 2024/1689,Article 14(1)-(4),Effective human oversight,provider,required_component,"{""component_type"": ""human_review""}",FAIL,Required component 'human_review' is absent.,1,"[{""type"": ""architecture"", ""description"": ""No human_review component found."", ""source"": null, ""confidence"": 1.0}]",official_eur_lex,CELEX:32024R1689,https://eur-lex.europa.eu/eli/reg/2024/1689,Article 14(1)-(4),2026-09-03,HUMAN_VALIDATED,"[""ADD_HUMAN_REVIEW""]",ai-act-benchmark-fail_r14_001-6c97f6dd8cd6b466
ai-act-benchmark-fail_r14_001,1.0,EUAI-R14-02,Regulation (EU) 2024/1689,Article 14(4)(d)-(e),Override and interruption capability,provider,required_flow,"{""source_type"": ""human_review"", ""target_type"": ""final_decision""}",FAIL,Required architectural flow is absent.,1,"[{""type"": ""dataflow"", ""description"": ""No required flow found."", ""source"": null, ""confidence"": 1.0}]",official_eur_lex,CELEX:32024R1689,https://eur-lex.europa.eu/eli/reg/2024/1689,Article 14(4)(d)-(e),2026-09-03,HUMAN_VALIDATED,"[""CONNECT_HUMAN_REVIEW""]",ai-act-benchmark-fail_r14_001-6c97f6dd8cd6b466
ai-act-benchmark-fail_r14_001,1.0,EUAI-R15-01,Regulation (EU) 2024/1689,Article 15(1),"Accuracy, robustness and cybersecurity",provider,required_component,"{""component_type"": ""performance_monitoring""}",PASS,Required component 'performance_monitoring' is present.,1,"[{""type"": ""architecture"", ""description"": ""Found performance_monitoring: ['performance_monitoring']"", ""source"": null, ""confidence"": 1.0}]",official_eur_lex,CELEX:32024R1689,https://eur-lex.europa.eu/eli/reg/2024/1689,Article 15(1),2026-09-03,HUMAN_VALIDATED,[],ai-act-benchmark-fail_r14_001-6c97f6dd8cd6b466
ai-act-benchmark-fail_r14_001,1.0,EUAI-R50-01,Regulation (EU) 2024/1689,Article 50(1),Inform people when they directly interact with AI,provider,attribute_equals,"{""attribute"": ""transparency_notice"", ""expected"": true}",PASS,System attribute transparency_notice=True is satisfied.,1,"[{""type"": ""system_attribute"", ""description"": ""transparency_notice=True."", ""source"": null, ""confidence"": 1.0}]",official_eur_lex,CELEX:32024R1689,https://eur-lex.europa.eu/eli/reg/2024/1689,Article 50(1),2026-09-03,HUMAN_VALIDATED,[],ai-act-benchmark-fail_r14_001-6c97f6dd8cd6b466
ai-act-benchmark-fail_r14_002,1.0,EUAI-R9-01,Regulation (EU) 2024/1689,Article 9(1)-(2),Risk management system,provider,required_component,"{""component_type"": ""risk_management""}",PASS,Required component 'risk_management' is present.,1,"[{""type"": ""architecture"", ""description"": ""Found risk_management: ['risk_management']"", ""source"": null, ""confidence"": 1.0}]",official_eur_lex,CELEX:32024R1689,https://eur-lex.europa.eu/eli/reg/2024/1689,Article 9(1)-(2),2026-09-03,HUMAN_VALIDATED,[],ai-act-benchmark-fail_r14_002-6d542e2794e2d68b
ai-act-benchmark-fail_r14_002,1.0,EUAI-R10-01,Regulation (EU) 2024/1689,Article 10(1)-(2),Data governance and management practices,provider,required_component,"{""component_type"": ""data_governance""}",PASS,Required component 'data_governance' is present.,1,"[{""type"": ""architecture"", ""description"": ""Found data_governance: ['data_governance']"", ""source"": null, ""confidence"": 1.0}]",official_eur_lex,CELEX:32024R1689,https://eur-lex.europa.eu/eli/reg/2024/1689,Article 10(1)-(2),2026-09-03,HUMAN_VALIDATED,[],ai-act-benchmark-fail_r14_002-6d542e2794e2d68b
ai-act-benchmark-fail_r14_002,1.0,EUAI-R12-01,Regulation (EU) 2024/1689,Article 12(1)-(2),Automatic event logging,provider,property_equals,"{""component_type"": ""final_decision"", ""expected"": true, ""property"": ""logging_enabled""}",PASS,Required configuration property is satisfied.,1,"[{""type"": ""configuration"", ""description"": ""final_decision satisfies logging_enabled."", ""source"": null, ""confidence"": 1.0}]",official_eur_lex,CELEX:32024R1689,https://eur-lex.europa.eu/eli/reg/2024/1689,Article 12(1)-(2),2026-09-03,HUMAN_VALIDATED,[],ai-act-benchmark-fail_r14_002-6d542e2794e2d68b
ai-act-benchmark-fail_r14_002,1.0,EUAI-R13-01,Regulation (EU) 2024/1689,Article 13(1),Transparency and interpretability for deployers,provider,required_component,"{""component_type"": ""transparency_mechanism""}",PASS,Required component 'transparency_mechanism' is present.,1,"[{""type"": ""architecture"", ""description"": ""Found transparency_mechanism: ['transparency_mechanism']"", ""source"": null, ""confidence"": 1.0}]",official_eur_lex,CELEX:32024R1689,https://eur-lex.europa.eu/eli/reg/2024/1689,Article 13(1),2026-09-03,HUMAN_VALIDATED,[],ai-act-benchmark-fail_r14_002-6d542e2794e2d68b
ai-act-benchmark-fail_r14_002,1.0,EUAI-R14-01,Regulation (EU) 2024/1689,Article 14(1)-(4),Effective human oversight,provider,required_component,"{""component_type"": ""human_review""}",PASS,Required component 'human_review' is present.,1,"[{""type"": ""architecture"", ""description"": ""Found human_review: ['human_review']"", ""source"": null, ""confidence"": 1.0}]",official_eur_lex,CELEX:32024R1689,https://eur-lex.europa.eu/eli/reg/2024/1689,Article 14(1)-(4),2026-09-03,HUMAN_VALIDATED,[],ai-act-benchmark-fail_r14_002-6d542e2794e2d68b
ai-act-benchmark-fail_r14_002,1.0,EUAI-R14-02,Regulation (EU) 2024/1689,Article 14(4)(d)-(e),Override and interruption capability,provider,required_flow,"{""source_type"": ""human_review"", ""target_type"": ""final_decision""}",FAIL,Required architectural flow is absent.,1,"[{""type"": ""dataflow"", ""description"": ""No required flow found."", ""source"": null, ""confidence"": 1.0}]",official_eur_lex,CELEX:32024R1689,https://eur-lex.europa.eu/eli/reg/2024/1689,Article 14(4)(d)-(e),2026-09-03,HUMAN_VALIDATED,"[""CONNECT_HUMAN_REVIEW""]",ai-act-benchmark-fail_r14_002-6d542e2794e2d68b
