scenario_id,requirement_id,expected_status,rationale,annotator,reviewed
ai-act-benchmark-fail_four_controls_001,EUAI-R13-01,FAIL,"Spec-defined benchmark case: type=multi_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=risk_management,transparency_mechanism,human_review,performance_monitoring",benchmark_author,YES
ai-act-benchmark-fail_four_controls_001,EUAI-R14-01,FAIL,"Spec-defined benchmark case: type=multi_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=risk_management,transparency_mechanism,human_review,performance_monitoring",benchmark_author,YES
ai-act-benchmark-fail_four_controls_001,EUAI-R14-02,FAIL,"Spec-defined benchmark case: type=multi_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=risk_management,transparency_mechanism,human_review,performance_monitoring",benchmark_author,YES
ai-act-benchmark-fail_four_controls_001,EUAI-R15-01,FAIL,"Spec-defined benchmark case: type=multi_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=risk_management,transparency_mechanism,human_review,performance_monitoring",benchmark_author,YES
ai-act-benchmark-fail_four_controls_001,EUAI-R50-01,PASS,"Spec-defined benchmark case: type=multi_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=risk_management,transparency_mechanism,human_review,performance_monitoring",benchmark_author,YES
ai-act-benchmark-na_r50_001,EUAI-R9-01,PASS,Spec-defined benchmark case: type=applicability; high_risk=True; uses_training_data=True; direct_ai_interaction=False; missing=logging,benchmark_author,YES
ai-act-benchmark-na_r50_001,EUAI-R10-01,PASS,Spec-defined benchmark case: type=applicability; high_risk=True; uses_training_data=True; direct_ai_interaction=False; missing=logging,benchmark_author,YES
ai-act-benchmark-na_r50_001,EUAI-R12-01,FAIL,Spec-defined benchmark case: type=applicability; high_risk=True; uses_training_data=True; direct_ai_interaction=False; missing=logging,benchmark_author,YES
ai-act-benchmark-na_r50_001,EUAI-R13-01,PASS,Spec-defined benchmark case: type=applicability; high_risk=True; uses_training_data=True; direct_ai_interaction=False; missing=logging,benchmark_author,YES
ai-act-benchmark-na_r50_001,EUAI-R14-01,PASS,Spec-defined benchmark case: type=applicability; high_risk=True; uses_training_data=True; direct_ai_interaction=False; missing=logging,benchmark_author,YES
ai-act-benchmark-na_r50_001,EUAI-R14-02,PASS,Spec-defined benchmark case: type=applicability; high_risk=True; uses_training_data=True; direct_ai_interaction=False; missing=logging,benchmark_author,YES
ai-act-benchmark-na_r50_001,EUAI-R15-01,PASS,Spec-defined benchmark case: type=applicability; high_risk=True; uses_training_data=True; direct_ai_interaction=False; missing=logging,benchmark_author,YES
ai-act-benchmark-na_r50_001,EUAI-R50-01,NOT_APPLICABLE,Spec-defined benchmark case: type=applicability; high_risk=True; uses_training_data=True; direct_ai_interaction=False; missing=logging,benchmark_author,YES
ai-act-benchmark-na_r10_001,EUAI-R9-01,FAIL,Spec-defined benchmark case: type=applicability; high_risk=True; uses_training_data=False; direct_ai_interaction=True; missing=risk_management,benchmark_author,YES
ai-act-benchmark-na_r10_001,EUAI-R10-01,NOT_APPLICABLE,Spec-defined benchmark case: type=applicability; high_risk=True; uses_training_data=False; direct_ai_interaction=True; missing=risk_management,benchmark_author,YES
ai-act-benchmark-na_r10_001,EUAI-R12-01,PASS,Spec-defined benchmark case: type=applicability; high_risk=True; uses_training_data=False; direct_ai_interaction=True; missing=risk_management,benchmark_author,YES
ai-act-benchmark-na_r10_001,EUAI-R13-01,PASS,Spec-defined benchmark case: type=applicability; high_risk=True; uses_training_data=False; direct_ai_interaction=True; missing=risk_management,benchmark_author,YES
ai-act-benchmark-na_r10_001,EUAI-R14-01,PASS,Spec-defined benchmark case: type=applicability; high_risk=True; uses_training_data=False; direct_ai_interaction=True; missing=risk_management,benchmark_author,YES
ai-act-benchmark-na_r10_001,EUAI-R14-02,PASS,Spec-defined benchmark case: type=applicability; high_risk=True; uses_training_data=False; direct_ai_interaction=True; missing=risk_management,benchmark_author,YES
ai-act-benchmark-na_r10_001,EUAI-R15-01,PASS,Spec-defined benchmark case: type=applicability; high_risk=True; uses_training_data=False; direct_ai_interaction=True; missing=risk_management,benchmark_author,YES
ai-act-benchmark-na_r10_001,EUAI-R50-01,PASS,Spec-defined benchmark case: type=applicability; high_risk=True; uses_training_data=False; direct_ai_interaction=True; missing=risk_management,benchmark_author,YES
ai-act-benchmark-na_high_risk_001,EUAI-R9-01,NOT_APPLICABLE,"Spec-defined benchmark case: type=applicability; high_risk=False; uses_training_data=True; direct_ai_interaction=True; missing=risk_management,data_governance,logging,transparency_mechanism,human_review,human_intervention_flow,performance_monitoring",benchmark_author,YES
ai-act-benchmark-na_high_risk_001,EUAI-R10-01,NOT_APPLICABLE,"Spec-defined benchmark case: type=applicability; high_risk=False; uses_training_data=True; direct_ai_interaction=True; missing=risk_management,data_governance,logging,transparency_mechanism,human_review,human_intervention_flow,performance_monitoring",benchmark_author,YES
ai-act-benchmark-na_high_risk_001,EUAI-R12-01,NOT_APPLICABLE,"Spec-defined benchmark case: type=applicability; high_risk=False; uses_training_data=True; direct_ai_interaction=True; missing=risk_management,data_governance,logging,transparency_mechanism,human_review,human_intervention_flow,performance_monitoring",benchmark_author,YES
ai-act-benchmark-na_high_risk_001,EUAI-R13-01,NOT_APPLICABLE,"Spec-defined benchmark case: type=applicability; high_risk=False; uses_training_data=True; direct_ai_interaction=True; missing=risk_management,data_governance,logging,transparency_mechanism,human_review,human_intervention_flow,performance_monitoring",benchmark_author,YES
ai-act-benchmark-na_high_risk_001,EUAI-R14-01,NOT_APPLICABLE,"Spec-defined benchmark case: type=applicability; high_risk=False; uses_training_data=True; direct_ai_interaction=True; missing=risk_management,data_governance,logging,transparency_mechanism,human_review,human_intervention_flow,performance_monitoring",benchmark_author,YES
ai-act-benchmark-na_high_risk_001,EUAI-R14-02,NOT_APPLICABLE,"Spec-defined benchmark case: type=applicability; high_risk=False; uses_training_data=True; direct_ai_interaction=True; missing=risk_management,data_governance,logging,transparency_mechanism,human_review,human_intervention_flow,performance_monitoring",benchmark_author,YES
ai-act-benchmark-na_high_risk_001,EUAI-R15-01,NOT_APPLICABLE,"Spec-defined benchmark case: type=applicability; high_risk=False; uses_training_data=True; direct_ai_interaction=True; missing=risk_management,data_governance,logging,transparency_mechanism,human_review,human_intervention_flow,performance_monitoring",benchmark_author,YES
ai-act-benchmark-na_high_risk_001,EUAI-R50-01,PASS,"Spec-defined benchmark case: type=applicability; high_risk=False; uses_training_data=True; direct_ai_interaction=True; missing=risk_management,data_governance,logging,transparency_mechanism,human_review,human_intervention_flow,performance_monitoring",benchmark_author,YES
